success,rt,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,task,imgs
"""",4494,instructions,40,280349,0.0-6.0-4.4,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":4494}]","""","""","""",""""
"""",927,html-button-response,41,281277,0.0-6.0-5.4,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='lma-1.jpg'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,1,post_test,lma-1.jpg
"""",null,html-keyboard-response,42,281785,0.0-6.0-0.5,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",+,null,"""",""""
"""",11386,html-button-response,43,293173,0.0-6.0-1.5,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='lma-2.jpg'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,1,pre_test,lma-2.jpg
"""",4663,instructions,44,297837,0.0-6.0-2.5,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":4663}]","""","""",闺蜜,""""
"""",6871,html-button-response,45,304709,0.0-6.0-3.5,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,4,distance,""""
"""",2406,instructions,46,307117,0.0-6.0-4.5,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":2406}]","""","""","""",""""
"""",863,html-button-response,47,307981,0.0-6.0-5.5,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='lma-2.jpg'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,3,post_test,lma-2.jpg
"""",null,html-keyboard-response,48,308496,0.0-6.0-0.6,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",+,null,"""",""""
"""",5524,html-button-response,49,314021,0.0-6.0-1.6,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='pmj-12.png'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,4,pre_test,pmj-12.png
"""",1311,instructions,50,315333,0.0-6.0-2.6,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1311}]","""","""",素不相识,""""
"""",1590,html-button-response,51,316925,0.0-6.0-3.6,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,0,distance,""""
"""",3367,instructions,52,320293,0.0-6.0-4.6,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":3367}]","""","""","""",""""
"""",3119,html-button-response,53,323413,0.0-6.0-5.6,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='pmj-12.png'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,2,post_test,pmj-12.png
"""",null,html-keyboard-response,54,323928,0.0-6.0-0.7,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",+,null,"""",""""
"""",12107,html-button-response,55,336037,0.0-6.0-1.7,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='lmj-3.png'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,1,pre_test,lmj-3.png
"""",1407,instructions,56,337445,0.0-6.0-2.7,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1406}]","""","""",素不相识,""""
"""",2959,html-button-response,57,340405,0.0-6.0-3.7,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,0,distance,""""
"""",1551,instructions,58,341957,0.0-6.0-4.7,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1551}]","""","""","""",""""
"""",4366,html-button-response,59,346325,0.0-6.0-5.7,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='lmj-3.png'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,0,post_test,lmj-3.png
"""",null,html-keyboard-response,60,346829,0.0-6.0-0.8,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",+,null,"""",""""
"""",3927,html-button-response,61,350757,0.0-6.0-1.8,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='nma-6.png'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,1,pre_test,nma-6.png
"""",1159,instructions,62,351917,0.0-6.0-2.8,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1158}]","""","""",素不相识,""""
"""",4670,html-button-response,63,356589,0.0-6.0-3.8,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,0,distance,""""
"""",1718,instructions,64,358309,0.0-6.0-4.8,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1718}]","""","""","""",""""
"""",2599,html-button-response,65,360909,0.0-6.0-5.8,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='nma-6.png'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,3,post_test,nma-6.png
"""",null,html-keyboard-response,66,361412,0.0-6.0-0.9,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",+,null,"""",""""
"""",2103,html-button-response,67,363517,0.0-6.0-1.9,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='lmj-4.jpg'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,0,pre_test,lmj-4.jpg
"""",1159,instructions,68,364677,0.0-6.0-2.9,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1159}]","""","""",素不相识,""""
"""",1079,html-button-response,69,365757,0.0-6.0-3.9,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,0,distance,""""
"""",1879,instructions,70,367637,0.0-6.0-4.9,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1879}]","""","""","""",""""
"""",758,html-button-response,71,368397,0.0-6.0-5.9,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='lmj-4.jpg'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,0,post_test,lmj-4.jpg
"""",null,html-keyboard-response,72,368899,0.0-6.0-0.10,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",+,null,"""",""""
"""",5520,html-button-response,73,374421,0.0-6.0-1.10,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='pma-9.png'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,5,pre_test,pma-9.png
"""",1382,instructions,74,375805,0.0-6.0-2.10,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1382}]","""","""",闺蜜,""""
"""",7943,html-button-response,75,383749,0.0-6.0-3.10,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,3,distance,""""
"""",1398,instructions,76,385149,0.0-6.0-4.10,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1398}]","""","""","""",""""
"""",3422,html-button-response,77,388573,0.0-6.0-5.10,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='pma-9.png'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,6,post_test,pma-9.png
"""",null,html-keyboard-response,78,389075,0.0-6.0-0.11,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",+,null,"""",""""
"""",4088,html-button-response,79,393165,0.0-6.0-1.11,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='pmj-12.png'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,4,pre_test,pmj-12.png
"""",1591,instructions,80,394757,0.0-6.0-2.11,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1590}]","""","""",喜欢的明星/小说人物,""""
"""",3806,html-button-response,81,398565,0.0-6.0-3.11,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,2,distance,""""
"""",1527,instructions,82,400093,0.0-6.0-4.11,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","[{""page_index"":0,""viewing_time"":1527}]","""","""","""",""""
"""",3342,html-button-response,83,403437,0.0-6.0-5.11,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",<img src='pmj-12.png'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,2,post_test,pmj-12.png
"""",null,html-keyboard-response,84,403948,0.0-6.0-0.12,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Edge,120.0.0.0,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""","""","""","""","""","""",+,null,"""",""""
