width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,platform,platform_version,referer,accept_language,success,rt,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,task,imgs
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,19,210277,0.0-6.0-1.1,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",2345,"""","""","""","""","""","""",<img src='lma-1.jpg'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,0,pre_test,lma-1.jpg
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",instructions,20,217717,0.0-6.0-2.1,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",7439,"""","""","""","""","""","[{""page_index"":0,""viewing_time"":7439}]","""","""",喜欢的明星/小说人物,""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,21,225685,0.0-6.0-3.1,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",7967,"""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,1,distance,""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",instructions,22,230661,0.0-6.0-4.1,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",4975,"""","""","""","""","""","[{""page_index"":0,""viewing_time"":4975}]","""","""","""",""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,23,233917,0.0-6.0-5.1,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",3255,"""","""","""","""","""","""",<img src='lma-1.jpg'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,1,post_test,lma-1.jpg
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-keyboard-response,24,234422,0.0-6.0-0.2,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",null,"""","""","""","""","""","""",+,null,"""",""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,25,239382,0.0-6.0-1.2,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",4959,"""","""","""","""","""","""",<img src='pma-9.png'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,6,pre_test,pma-9.png
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",instructions,26,240989,0.0-6.0-2.2,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",1607,"""","""","""","""","""","[{""page_index"":0,""viewing_time"":1606}]","""","""",素不相识,""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,27,244269,0.0-6.0-3.2,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",3279,"""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,0,distance,""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",instructions,28,246701,0.0-6.0-4.2,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",2431,"""","""","""","""","""","[{""page_index"":0,""viewing_time"":2431}]","""","""","""",""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,29,247669,0.0-6.0-5.2,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",967,"""","""","""","""","""","""",<img src='pma-9.png'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,7,post_test,pma-9.png
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-keyboard-response,30,248179,0.0-6.0-0.3,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",null,"""","""","""","""","""","""",+,null,"""",""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,31,255021,0.0-6.0-1.3,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",6840,"""","""","""","""","""","""",<img src='pmj-12.png'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,3,pre_test,pmj-12.png
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",instructions,32,256949,0.0-6.0-2.3,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",1927,"""","""","""","""","""","[{""page_index"":0,""viewing_time"":1927}]","""","""",闺蜜,""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,33,259437,0.0-6.0-3.3,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",2487,"""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,3,distance,""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",instructions,34,263381,0.0-6.0-4.3,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",3943,"""","""","""","""","""","[{""page_index"":0,""viewing_time"":3943}]","""","""","""",""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,35,266245,0.0-6.0-5.3,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",2863,"""","""","""","""","""","""",<img src='pmj-12.png'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,2,post_test,pmj-12.png
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-keyboard-response,36,266749,0.0-6.0-0.4,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",null,"""","""","""","""","""","""",+,null,"""",""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,37,269349,0.0-6.0-1.4,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",2599,"""","""","""","""","""","""",<img src='lma-1.jpg'>\n                              <p class='attract'>该异性对您来说吸引力评分是</p>\n                              <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,0,pre_test,lma-1.jpg
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",instructions,38,270829,0.0-6.0-2.4,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",1479,"""","""","""","""","""","[{""page_index"":0,""viewing_time"":1479}]","""","""",闺蜜,""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,39,275853,0.0-6.0-3.4,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",5022,"""","""","""","""","""","""",<p class='attract'>以下有两个圆圈，一个代表你自己，一个代表刚刚你想象中的她，重叠部分代表你们的亲密程度，\n                              重叠部分越大代表你们之间越亲密，请选择以下哪个可以代表你们之间的亲密度</p>\n                              <img src='distance.png' width=85%>,3,distance,""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",instructions,40,280349,0.0-6.0-4.4,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",4494,"""","""","""","""","""","[{""page_index"":0,""viewing_time"":4494}]","""","""","""",""""
"""","""","""",Edge,120.0.0.0,"""","""","""","""","""","""",html-button-response,41,281277,0.0-6.0-5.4,135,1,2023/12/21 8:34,88e23e57077159ed4f24370af8da4c16,223.104.160.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",WebKit,Windows,10,null,"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","""",927,"""","""","""","""","""","""",<img src='lma-1.jpg'>\n                          <p class='attract'>该异性对您来说吸引力评分是</p>\n                          <p class='tips'>(1代表吸引力非常小，9代表吸引力非常大)</p>,1,post_test,lma-1.jpg
